"codfazenda";"codplantio";"areaplantio";"matgen";"espacamento";"parcela";"areaparc";"x";"y";"srid";"idade";"fila";"cova";"fuste";"cat";"dap";"ht"
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;1;1;1;"Normal";14,96;22
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;1;2;1;"Normal";17,41;22,2
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;1;3;1;"Normal";12,99;20
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;2;1;1;"Normal";16,62;22,3
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;2;2;1;"Normal";16,39;22,2
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;2;3;1;"Normal";17,51;22
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;2;4;1;"Normal";13,88;20,9
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;2;5;1;"Normal";13,53;21,1
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;2;6;1;"Normal";15,5;22
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;2;7;1;"Normal";14,2;22,2
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;1;1;"Normal";13,69;21
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;2;1;"Normal";14,64;21,8
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;3;1;"Normal";13,59;21,5
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;4;1;"Normal";14,48;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;5;1;"Bifurcada";15,98;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;5;2;"Bifurcada";6,75;11,2
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;6;1;"Normal";13,05;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;7;1;"Normal";12,96;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;3;8;1;"Normal";16,07;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;4;1;1;"Normal";14,51;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;4;2;1;"Normal";12,64;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;4;3;1;"Normal";14,96;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;4;4;1;"Normal";11,71;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;4;5;1;"Normal";11,27;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;4;6;1;"Normal";14,26;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;4;7;1;"Normal";15,02;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;4;8;1;"Normal";13,37;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;5;1;1;"Normal";16,55;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;5;2;1;"Normal";13,69;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;5;3;1;"Normal";15,69;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;5;4;1;"Normal";16,11;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;5;5;1;"Normal";16,17;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;5;6;1;"Normal";17,76;22,8
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;5;7;1;"Bifurcada";14,01;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;5;7;2;"Bifurcada";8,47;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;6;1;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;6;2;1;"Normal";13,97;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;6;3;1;"Normal";14,96;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;6;4;1;"Normal";14,58;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;6;5;1;"Normal";14,13;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;6;6;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;7;1;1;"Normal";14,48;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;7;2;1;"Normal";14,32;NA
759564;1794;17,31;26;"3,60X2,50";32;400;-43,27096503921;-17,6230747349652;4326;8,23;7;3;1;"Normal";14,96;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;1;1;1;"Normal";16,62;24,3
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;1;2;1;"Normal";16,33;23,3
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;1;3;1;"Normal";17,63;24,4
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;2;1;1;"Normal";17,35;23,6
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;2;2;1;"Normal";15,53;23,3
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;2;3;1;"Normal";16,74;24,4
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;2;4;1;"Normal";13,34;20,2
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;2;5;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;2;6;1;"Normal";19,13;24,1
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;1;1;"Normal";15,69;22,8
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;2;1;"Normal";16,65;22,2
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;3;1;"Normal";15,76;22,2
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;4;1;"Normal";16,71;23,6
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;5;1;"Normal";16,14;23,1
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;6;1;"Normal";16,49;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;7;1;"Normal";16,97;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;8;1;"Normal";14,04;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;3;9;1;"Normal";20,47;23,1
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;4;1;1;"Normal";14,8;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;4;2;1;"Normal";15,6;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;4;3;1;"Normal";15,22;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;4;4;1;"Normal";13,43;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;4;5;1;"Normal";14,96;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;4;6;1;"Normal";15,95;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;4;7;1;"Normal";14,42;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;4;8;1;"Normal";16,23;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;1;1;"Normal";13,59;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;2;1;"Normal";15,28;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;3;1;"Normal";12,89;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;4;1;"Normal";15,06;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;5;1;"Normal";12,19;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;6;1;"Normal";14,32;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;7;1;"Normal";15,82;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;8;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;5;9;1;"Normal";14,1;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;6;1;1;"Normal";15,06;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;6;2;1;"Normal";13,5;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;6;3;1;"Normal";15,12;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;6;4;1;"Normal";13,05;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;6;5;1;"Normal";14,32;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;6;6;1;"Normal";12,54;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;6;7;1;"Normal";13,75;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;7;1;1;"Normal";13,21;NA
759564;1794;17,31;26;"3,60X2,50";33;400;-43,2726269402634;-17,6246885950438;4326;8,23;7;2;1;"Normal";14,01;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;1;1;1;"Normal";15,22;22,6
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;1;2;1;"Normal";13,53;22,6
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;1;3;1;"Normal";16,55;23,8
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;2;1;1;"Normal";16,14;23,8
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;2;2;1;"Normal";14,13;22,6
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;2;3;1;"Normal";16,11;23,6
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;2;4;1;"Normal";15,44;25,5
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;2;5;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;2;6;1;"Normal";17,73;23,8
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;2;7;1;"Normal";15,34;23,5
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;3;1;1;"Normal";15,53;23,6
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;3;2;1;"Normal";14,74;23,2
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;3;3;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;3;4;1;"Normal";17;24,4
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;3;5;1;"Normal";15,22;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;3;6;1;"Normal";14,58;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;3;7;1;"Normal";13,69;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;3;8;1;"Normal";15,76;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;4;1;1;"Normal";15,12;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;4;2;1;"Normal";16,46;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;4;3;1;"Normal";15,47;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;4;4;1;"Normal";15,69;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;4;5;1;"Normal";15,82;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;4;6;1;"Normal";19,1;25,2
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;4;7;1;"Normal";14,8;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;4;8;1;"Normal";15,06;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;5;1;1;"Normal";14,01;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;5;2;1;"Normal";13,72;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;5;3;1;"Normal";13,18;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;5;4;1;"Normal";14,29;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;5;5;1;"Normal";15,79;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;5;6;1;"Normal";13,27;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;5;7;1;"Normal";15,63;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;5;8;1;"Normal";14,96;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;6;1;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;6;2;1;"Normal";17,67;23,8
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;6;3;1;"Normal";15,44;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;6;4;1;"Normal";16,42;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;6;5;1;"Normal";15,15;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;6;6;1;"Normal";14,42;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;7;1;1;"Normal";15,06;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;7;2;1;"Normal";14,48;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;7;3;1;"Normal";13,31;NA
759564;1794;17,31;26;"3,60X2,50";34;400;-43,2709403748837;-17,6246738205932;4326;8,23;7;4;1;"Normal";15,47;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;1;1;1;"Normal";15,28;23,1
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;1;2;1;"Normal";15,57;23,4
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;2;1;1;"Normal";16,65;24
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;2;2;1;"Normal";15,41;23,4
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;2;3;1;"Normal";17,09;24,5
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;2;4;1;"Normal";16,17;24,3
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;2;5;1;"Normal";16,9;24,5
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;2;6;1;"Normal";15,88;24,5
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;2;7;1;"Normal";16,3;24,3
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;3;1;1;"Normal";16,39;25
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;3;2;1;"Normal";16,55;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;3;3;1;"Normal";18,3;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;3;4;1;"Normal";15,34;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;3;5;1;"Normal";19,35;24,6
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;3;6;1;"Normal";15,06;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;3;7;1;"Normal";14,64;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;3;8;1;"Normal";14,71;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;4;1;1;"Normal";17,22;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;4;2;1;"Normal";14,67;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;4;3;1;"Normal";18,65;25
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;4;4;1;"Normal";17,83;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;4;5;1;"Normal";17,86;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;4;6;1;"Normal";18,53;25,7
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;4;7;1;"Normal";16,81;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;4;8;1;"Normal";17,13;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;5;1;1;"Normal";17,19;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;5;2;1;"Normal";19,16;26,5
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;5;3;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;5;4;1;"Falha";NA;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;5;5;1;"Normal";16,87;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;5;6;1;"Normal";16,36;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;5;7;1;"Normal";12,83;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;5;8;1;"Normal";15,82;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;6;1;1;"Normal";18,43;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;6;2;1;"Normal";16,58;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;6;3;1;"Normal";17,06;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;6;4;1;"Normal";14,74;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;6;5;1;"Normal";18,21;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;6;6;1;"Normal";16,77;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;6;7;1;"Normal";15,95;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;7;1;1;"Normal";14,16;NA
759564;1794;17,31;26;"3,60X2,50";35;400;-43,2677657177375;-17,6245827220977;4326;8,23;7;2;1;"Normal";16,49;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;1;1;1;"Normal";17,06;26,1
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;1;2;1;"Normal";17,13;25,5
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;1;3;1;"Normal";17,67;25,8
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;1;4;1;"Normal";16,77;25,5
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;1;5;1;"Normal";14,2;23,8
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;2;1;1;"Normal";16,01;25,1
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;2;2;1;"Normal";16,97;25,7
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;2;3;1;"Normal";15,53;25,7
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;2;4;1;"Normal";15,85;25,4
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;2;5;1;"Normal";16,17;25,4
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;2;6;1;"Normal";15,6;25,1
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;2;7;1;"Normal";14,32;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;2;8;1;"Falha";NA;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;1;1;"Normal";18,62;25,9
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;2;1;"Normal";10,22;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;3;1;"Normal";15,02;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;4;1;"Normal";14,77;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;5;1;"Normal";17,09;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;6;1;"Normal";12,22;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;7;1;"Normal";12,41;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;8;1;"Normal";14,96;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;3;9;1;"Normal";16,07;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;4;1;1;"Normal";15,53;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;4;2;1;"Normal";13,69;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;4;3;1;"Normal";16,77;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;4;4;1;"Normal";17;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;4;5;1;"Normal";15,28;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;4;6;1;"Normal";17,09;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;4;7;1;"Normal";16,33;NA
759564;1791;52,12;35;"3,60X2,50";1;400;-43,2612129438522;-17,6367772958128;4326;8,28;4;8;1;"Normal";14,13;NA
